,Corr,p-value
llangollen,-0.0019285777275762875,0.39343436209241606
tring,-0.0019266270820567206,0.39391304609418337
expository,-0.0019265761198486388,0.3939255568346107
alpha,-0.0019253168382885426,0.39423477480383723
feeding,-0.0019253168382885424,0.39423477480383723
rhotel,-0.0019253168382885406,0.39423477480383723
tagging,-0.0019253168382885404,0.39423477480383723
supoprt,-0.00192531683828854,0.39423477480383723
careportsmouth,-0.0019253168382885391,0.39423477480383723
refuelling,-0.0019253168382885376,0.39423477480383723
tonypandy,-0.0019253168382885376,0.39423477480383723
authoriser,-0.0019253168382885374,0.39423477480383723
fiat,-0.0019253168382885359,0.39423477480383723
barimmediate,-0.0019253168382885359,0.39423477480383723
canon,-0.0019253168382885354,0.39423477480383723
inchture,-0.0019237579307993349,0.3946177696496663
ayrshire,-0.0019235279753197839,0.3946742845164894
mrp,-0.0019232964138523204,0.39473119902167775
administator,-0.0019221950678256577,0.39500196210998584
felt,-0.0019216936279688203,0.39512527699710703
romsey,-0.0019216936279688192,0.39512527699710703
typing,-0.0019211702639573092,0.3952540083412197
regiment,-0.0019194291215189965,0.39568245785924766
autmotive,-0.0019172248561852895,0.3962252720811159
orthopeadic,-0.0019142759858695763,0.39695215262318084
pq,-0.0019139744977595449,0.3970265131122157
hoc,-0.0019122289755980368,0.39745720228970494
nraswa,-0.0019122289755980361,0.39745720228970494
groundwroker,-0.0019122289755980361,0.39745720228970494
8am8pm,-0.0019122289755980346,0.39745720228970494
immedi,-0.0019122289755980344,0.39745720228970494
masham,-0.0019122289755980316,0.39745720228970494
palletised,-0.001912228975598031,0.39745720228970494
termly,-0.0019122289755980264,0.39745720228970494
86pm,-0.0019122289755980262,0.39745720228970494
benchhand,-0.001912228975598022,0.39745720228970494
gravesham,-0.001912228975598021,0.39745720228970494
processingfood,-0.0019122289755980162,0.39745720228970494
tarmac,-0.0019122289755980153,0.39745720228970494
spreader,-0.0019122289755980153,0.39745720228970494
karaoke,-0.0019122289755980132,0.39745720228970494
preswich,-0.0019122289755980132,0.39745720228970494
frying,-0.0019122289755980132,0.39745720228970494
signalman,-0.0019122289755980108,0.39745720228970494
oxyacetylene,-0.0019122289755980101,0.39745720228970494
skils,-0.0019122289755980097,0.39745720228970494
lsm,-0.0019122289755980097,0.39745720228970494
psi,-0.0019122289755980088,0.39745720228970494
frameshop,-0.0019122289755980082,0.39745720228970494
genealogy,-0.0019122289755980014,0.39745720229554593
pallett,-0.0019122289755980004,0.39745720229554593
always,-0.0019122289755979995,0.39745720229554593
brightwellcumsotwell,-0.0019122289755979975,0.39745720229554593
cherrypicker,-0.0019122289755979958,0.39745720229554593
fluidics,-0.001912228975597995,0.39745720229554593
hardfacing,-0.0019122289755979908,0.39745720229554593
oxy,-0.0019122289755979908,0.39745720229554593
acetylene,-0.0019122289755979908,0.39745720229554593
operatorwf,-0.0019122289755979902,0.39745720229554593
compaction,-0.0019122289755979887,0.39745720229554593
valid,-0.001912228975597988,0.39745720229554593
signaler,-0.0019122289755979863,0.39745720229554593
j12014,-0.0019122289755979858,0.39745720229554593
eve,-0.0019122289755979791,0.39745720229554593
mastic,-0.0019122289755979772,0.39745720229554593
installs,-0.0019122289755979724,0.39745720229554593
caretacker,-0.0019122289755979722,0.39745720229554593
sustrans,-0.0019122289755979713,0.39745720229554593
scaffodler,-0.0019122289755979691,0.39745720229554593
paver,-0.0019122289755979683,0.39745720229554593
driveheadsukcom,-0.001912228975597968,0.39745720229554593
applicator,-0.0019122289755979657,0.39745720229554593
operataive,-0.0019122289755979657,0.39745720229554593
hagbourne,-0.0019122289755979655,0.39745720229554593
whitley,-0.001912228975597964,0.39745720229554593
coliseum,-0.001911460378584543,0.397646934796436
60,-0.0019111863180416321,0.3977146013848774
debug,-0.0019093850194713444,0.3981595215603935
kt,-0.0019088312313338227,0.3982963672950763
gatwick,-0.0019085082085587171,0.3983762020419296
equivalent,-0.0019073608800746784,0.39865984099770696
managertunbridge,-0.00190582400048614,0.39903997403134744
braunstone,-0.0019058240004861365,0.39903997403134744
relentless,-0.0019058240004861252,0.39903997403134744
fam,-0.0019058240004861168,0.39903997403134744
hawarden,-0.0019058240004861105,0.39903997403134744
tandridge,-0.001904302218434163,0.3994165877166126
height,-0.001904302218434163,0.3994165877166126
archiving,-0.0019038211289859547,0.39953569317278
arweinydd,-0.0019031246750802551,0.3997081552166637
cefnogi,-0.0019030058114368927,0.3997375937571755
missed,-0.0019026717737902906,0.39982033063785544
shredding,-0.0018984480510371108,0.4008673813201248
liveincarer,-0.0018974975328406496,0.4011032393160107
methil,-0.0018961499952147903,0.4014377549778046
leven,-0.0018961499952147903,0.4014377549778046
kirkland,-0.0018961499952147903,0.4014377549778046
peterlee,-0.0018957863209187673,0.4015280629632982
nwest,-0.0018944231447870113,0.40186667679873006
chapel,-0.0018942950452847523,0.40189850560375917
crematorium,-0.0018942950452847523,0.40189850560375917
flexible,-0.001893459583318097,0.40210612940249935
mablethorpe,-0.001893070266443024,0.40220290198906666
campus,-0.0018926366299533875,0.40231070754207776
middlesbrough,-0.0018922906196670772,0.40239674094855826
metalworker,-0.0018920883879285997,0.40244702977363517
blandford,-0.0018904529773571478,0.4028538446092857
bit,-0.0018901699469398418,0.4029242745521636
foxsearch,-0.0018901699469398407,0.4029242745521636
millerprogrammer,-0.0018901699469398364,0.4029242745521636
bodily,-0.0018898115627064087,0.4030134662961458
ship,-0.0018877771461206145,0.4035199994645841
portage,-0.0018877619706706467,0.403523779302805
cynnar,-0.0018877619706706467,0.403523779302805
blynyddoedd,-0.0018877619706706467,0.403523779302805
finacial,-0.0018876508683404079,0.4035514529273897
anatomical,-0.0018876338711684283,0.40355568671110964
sturminster,-0.0018876338711683745,0.40355568671110964
wellingborough,-0.0018873354389806443,0.40363002694263156
excell,-0.001887273129931473,0.4036455493381938
lectra,-0.0018861716951443564,0.403919996915744
interconnect,-0.0018852803642556276,0.4041421740583979
coorindator,-0.0018835831420512237,0.40456543347248664
fab,-0.0018818009471394503,0.4050101689426727
kesgrave,-0.0018814850950609927,0.40508901831567534
capel,-0.0018814850950609734,0.4050890183216011
standard,-0.0018804546486131683,0.4053463229541117
kuncapped,-0.0018800267092920378,0.4054532089894118
resourcers,-0.0018800267092920365,0.4054532089894118
trainess,-0.0018800267092920356,0.4054532089894118
temple,-0.0018800267092920345,0.4054532089894118
cw,-0.0018799219082563563,0.4054793876213048
kpa,-0.0018772966559679606,0.40613548842192104
requires,-0.0018756412379314102,0.40654953475060907
sccd,-0.0018737991249267822,0.40701057247780414
streetcarlisle,-0.001873799124926781,0.40701057247780414
recrutiment,-0.001873799124926777,0.40701057247780414
characterful,-0.001873799124926777,0.40701057247780414
demichef,-0.0018737991249267686,0.40701057247780414
multiawardwinning,-0.0018737991249267675,0.40701057247780414
bmth,-0.0018737991249267616,0.40701057247780414
telesalestelesalestelesales,-0.0018737991249267614,0.40701057247780414
heney,-0.0018737991249267553,0.40701057247780414
quest,-0.0018737991249267525,0.40701057247780414
cpmpany,-0.0018737991249267508,0.40701057247780414
cinnabar,-0.0018737991249267471,0.40701057247780414
cosw,-0.0018737991249267465,0.40701057247780414
executiveglobal,-0.0018737991249267465,0.40701057247780414
headway,-0.001873799124926746,0.40701057247780414
7am7pm,-0.001873799124926741,0.40701057247188427
techinican,-0.0018737991249267339,0.40701057247188427
tmw,-0.0018737991249267274,0.40701057247188427
square,-0.001873799124926722,0.40701057247188427
toughbook,-0.0018737991249267187,0.40701057247188427
esst,-0.0018737991249267152,0.40701057247188427
dalton,-0.0018737991249267141,0.40701057247188427
esse,-0.0018737991249267135,0.40701057247188427
arden,-0.0018737991249267076,0.40701057247188427
packagedaytimes,-0.0018737991249267063,0.40701057247188427
managertolworth,-0.0018737991249267063,0.40701057247188427
manch,-0.001873799124926701,0.40701057247188427
clam,-0.0018737991249266972,0.40701057247188427
ynysybwl,-0.0018727743289088372,0.40726718985152843
webforms,-0.0018698038389784184,0.4080115699653941
section,-0.0018698032753616703,0.4080117112756305
ypd,-0.0018695978896729444,0.4080632091936808
bonnyrigg,-0.001869187542846186,0.4081661101406742
concept,-0.0018656513891389915,0.4090534969275018
rochdale,-0.0018651413045666866,0.40918159574301294
alteration,-0.001864446904917241,0.40935602043848335
lappers,-0.0018625263687298303,0.40983866588416157
aston,-0.0018619106576934323,0.4099934703746099
check,-0.0018601601491748236,0.41043377995609287
false,-0.0018588069910171578,0.41077433550372605
buzzing,-0.0018588069910171457,0.41077433550372605
campaigner,-0.0018571033388722947,0.41120334007405607
local,-0.0018538861905285763,0.4120141901270733
dni,-0.0018507412145240048,0.4128077657361539
workstation,-0.0018477131920466667,0.41357268543319836
molton,-0.0018453347776996346,0.4141740932360226
foyer,-0.0018421585478740738,0.41497804361455076
irland,-0.0018417742493673965,0.41507537771785785
sot,-0.001841774249367374,0.41507537771785785
requiredpreminum,-0.001841774249367328,0.41507537771785785
4star,-0.0018417742493673152,0.4150753777117775
causeway,-0.0018403173260663377,0.4154445058784921
steak,-0.0018403173260663364,0.4154445058784921
domciliary,-0.001840317326066336,0.4154445058784921
knowhow,-0.0018403173260663351,0.4154445058784921
staffnurse,-0.0018403173260663325,0.4154445058784921
seafreight,-0.0018403173260663314,0.4154445058784921
display,-0.0018400211609771603,0.41551956639913523
gwybodaeth,-0.0018397246573315378,0.4155947207426468
reoli,-0.0018397246573315378,0.4155947207426468
mason,-0.0018388381528702726,0.41581946962313265
paddington,-0.001836367743851624,0.4164461525537358
ent,-0.0018357842959970366,0.4165942404425544
dependency,-0.001835430784508007,0.4166839821188244
stocking,-0.0018353692742554446,0.4166995981524454
ipswich,-0.0018349097827614152,0.4168162633089679
sala,-0.0018348271605535288,0.41683724317403864
dozer,-0.00183473658029554,0.4168602445129353
tanning,-0.0018347365802955373,0.4168602445129353
mazatrol,-0.0018347365802955369,0.4168602445129353
paul,-0.001834736580295536,0.4168602445129353
chefsurrey,-0.0018347365802955358,0.4168602445129353
servicescity,-0.0018347365802955358,0.4168602445129353
quantiy,-0.0018347365802955356,0.4168602445129353
calcot,-0.0018347365802955354,0.4168602445129353
paedriatric,-0.0018347365802955354,0.4168602445129353
practititoner,-0.0018347365802955352,0.4168602445129353
stanstead,-0.001834736580295535,0.4168602445129353
mercedes,-0.001834736580295535,0.4168602445129353
nurseportsmouth,-0.0018347365802955345,0.4168602445129353
globallyrecognised,-0.001834736580295534,0.4168602445129353
graduatecalibre,-0.001834736580295534,0.4168602445129353
horizontol,-0.0018347365802955336,0.4168602445129353
boring,-0.0018347365802955336,0.4168602445129353
avent,-0.0018347365802955334,0.4168602445129353
eckington,-0.0018347365802955332,0.4168602445129353
painswick,-0.0018347365802955326,0.4168602445129353
salessenior,-0.0018347365802955321,0.4168602445129353
dimsum,-0.001834736580295532,0.4168602445129353
leaning,-0.0018347365802955317,0.4168602445129353
middletown,-0.001834736580295531,0.4168602445129353
rich,-0.0018347341760817173,0.41686085503872755
fastest,-0.0018346624503509483,0.4168790691175973
connection,-0.001834144702314631,0.41701056042073786
cabling,-0.0018329075677106835,0.4173248516864096
eyfs,-0.0018312978612413536,0.4177340029744378
formby,-0.0018279260009486029,0.4185918198602017
lpc,-0.0018270047673017542,0.41882636616762137
ofgem,-0.0018261197051681573,0.4190517760231512
preemployability,-0.0018261197051681556,0.4190517760231512
pushing,-0.0018261197051681547,0.4190517760231512
homeflexi,-0.0018261197051681537,0.4190517760231512
000massive,-0.0018261197051681534,0.4190517760231512
boarding,-0.0018261197051681103,0.4190517760231512
launceston,-0.001821827661115527,0.42014589631486715
ideal,-0.0018218276611155196,0.42014589631486715
freelancecivil,-0.0018199973339869415,0.4206129900686562
fareham,-0.0018168118665483177,0.4214266381125865
notice,-0.001814446602505103,0.4220313825513774
daysovertime,-0.0018130799608661583,0.42238103362484414
948,-0.0018130799608661583,0.42238103362484414
19,-0.0018130799608661583,0.42238103362484414
1michelin,-0.0018125154148610307,0.42252552051543607
mixing,-0.0018120286519783847,0.4226501232435806
possibly,-0.0018118899531061536,0.4226856316611759
cmi,-0.001809749373808025,0.4232338646895476
chlorination,-0.0018097493738080236,0.4232338646895476
recruitme,-0.0018097493738080223,0.4232338646895476
banburymilton,-0.00180974937380802,0.4232338646895476
mainenance,-0.0018097493738080167,0.4232338646895476
ccount,-0.0018097493738080163,0.4232338646895476
pharm,-0.0018097493738080139,0.4232338646895476
uffolk,-0.0018097493738080137,0.4232338646895476
juinor,-0.0018097493738080134,0.4232338646895476
multitasking,-0.0018097493738080132,0.4232338646895476
grows,-0.0018097493738080117,0.4232338646895476
memoriam,-0.0018097493738080102,0.42323386469572527
areaimmediate,-0.0018097493738080102,0.42323386469572527
protective,-0.0018097493738080098,0.42323386469572527
recruitmentimmediate,-0.0018097493738080076,0.42323386469572527
acqusition,-0.001809749373808006,0.42323386469572527
barperson,-0.0018097493738080048,0.42323386469572527
ballysillan,-0.0018097493738080024,0.42323386469572527
lapper,-0.0018097493738080009,0.42323386469572527
diningsurrey,-0.0018097493738080004,0.42323386469572527
partiestraight,-0.0018097493738080004,0.42323386469572527
accountantbelfast,-0.0018097493738080004,0.42323386469572527
coldcalling,-0.0018097493738079996,0.42323386469572527
managersunny,-0.0018097493738079996,0.42323386469572527
exrecruitment,-0.0018097493738079991,0.42323386469572527
exclusion,-0.001809749373807999,0.42323386469572527
chefsous,-0.0018097493738079978,0.42323386469572527
biological,-0.001809749373807997,0.42323386469572527
litigated,-0.0018097493738079965,0.42323386469572527
invaluable,-0.0018097493738079946,0.42323386469572527
intrastructure,-0.0018097493738079928,0.42323386469572527
powdercoating,-0.0018097493738079926,0.42323386469572527
multimodal,-0.0018097493738079924,0.42323386469572527
m1406,-0.0018097493738079924,0.42323386469572527
abobe,-0.001809749373807992,0.42323386469572527
foxsearchrecruitment,-0.0018097493738079918,0.42323386469572527
tant,-0.0018097493738079909,0.42323386469572527
hanningfield,-0.0018097493738079902,0.42323386469572527
cosnultant,-0.0018097493738079868,0.42323386469572527
managercribbs,-0.0018097493738079855,0.42323386469572527
candiate,-0.001809749373807985,0.42323386469572527
walderslade,-0.0018097493738079848,0.42323386469572527
managerhemel,-0.0018097493738079818,0.42323386469572527
digtial,-0.0018097493738079811,0.42323386469572527
tutorcannock,-0.0018097493738079798,0.42323386469572527
deluxecity,-0.0018097493738079794,0.42323386469572527
ignite,-0.0018097493738079787,0.42323386469572527
tailwebstores,-0.0018097493738079787,0.42323386469572527
resourcertraineeguildfordperm,-0.0018097493738079783,0.42323386469572527
